Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"K Kumar, P Mappoli","An intelligent Assistant for the Visually Impaired & blind people using machine learning",2020,"June 2020 International Journal of Imaging …","researchgate.net","https://www.researchgate.net/profile/Kaushal-Kumar/publication/342561852_An_intelligent_Assistant_for_the_Visually_Impaired_blind_people_using_machine_learning/links/61f8162211a1090a79c411e1/An-intelligent-Assistant-for-the-Visually-Impaired-blind-people-using-machine-learning.pdf","https://scholar.google.com/scholar?cites=3789966857240654785&as_sdt=2005&sciodt=2007&hl=en",27,"2024-09-18 20:22:10","PDF","","","",,,,,5,1.25,3,2,4,"… a straightforward electronic guidance embedded vision device which is configurable, effective and economical to enable the mobility of both indoor and outdoor people with blind and …","https://www.researchgate.net/profile/Kaushal-Kumar/publication/342561852_An_intelligent_Assistant_for_the_Visually_Impaired_blind_people_using_machine_learning/links/61f8162211a1090a79c411e1/An-intelligent-Assistant-for-the-Visually-Impaired-blind-people-using-machine-learning.pdf","https://scholar.google.com/scholar?q=related:wTNVzMaqmDQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
22,"K Chaccour, G Badr","Novel indoor navigation system for visually impaired and blind people",2015,"2015 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7338143/","https://scholar.google.com/scholar?cites=15021026272324912519&as_sdt=2005&sciodt=2007&hl=en",28,"2024-09-18 20:22:10","","","","",,,,,22,2.44,11,2,9,"… lution for indoor navigation of visually impaired and blind people. … computer vision algorithms. The system can identify the … compute the orientation of the visually impaired and guide him …","","https://scholar.google.com/scholar?q=related:h4W8U89nddAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
99,"S Shoval, I Ulrich, J Borenstein","Computerized obstacle avoidance systems for the blind and visually impaired",2000,"Intelligent systems and …","masters.donntu.ru","http://masters.donntu.ru/2014/fknt/kraveckiy/library/links5.pdf","https://scholar.google.com/scholar?cites=10362739259713981293&as_sdt=2005&sciodt=2007&hl=en",29,"2024-09-18 20:22:10","PDF","","","",,,,,99,4.13,33,3,24,"… guidance of visually impaired pedestrians and discusses the properties of the white cane and of conventional electronic travel … mobile robot with the existing skills of a visually impaired …","http://masters.donntu.ru/2014/fknt/kraveckiy/library/links5.pdf","https://scholar.google.com/scholar?q=related:bQs_23PYz48J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
218,"S Shoval, J Borenstein, Y Koren","Auditory guidance with the navbelt-a computerized travel aid for the blind",1998,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/704589/","https://scholar.google.com/scholar?cites=10298285342444054141&as_sdt=2005&sciodt=2007&hl=en",30,"2024-09-18 20:22:10","","","","",,,,,218,8.38,73,3,26,"… of a mobile robot obstacle avoidance system as a guidance device for blind and visually impaired … signals are sent to a mobile robot’s motion controllers, auditory signals can guide the …","https://www.researchgate.net/profile/Shraga-Shoval/publication/3421250_Auditory_Guidance_with_the_Navbelt-A_Computerized_Travel_Aid_for_the_Blind/links/0c96052639e3745e33000000/Auditory-Guidance-with-the-Navbelt-A-Computerized-Travel-Aid-for-the-Blind.pdf","https://scholar.google.com/scholar?q=related:fWb9z_Tb6o4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
32,"A Bhowmick, S Prakash, R Bhagat, V Prasad…","IntelliNavi: Navigation for Blind Based on Kinect and Machine Learning",2014,"… Trends in Artificial …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-13365-2_16","https://scholar.google.com/scholar?cites=15617943213680057319&as_sdt=2005&sciodt=2007&hl=en",31,"2024-09-18 20:22:10","","10.1007/978-3-319-13365-2_16","","",,,,,32,3.20,6,5,10,"… Reliable and robust vision systems for the blind and visually impaired involving cutting-… Till today, the blind and visually impaired people rely heavily on their canes, guide dogs, or an …","","https://scholar.google.com/scholar?q=related:51uf_ZoUvtgJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
107,"MA Khan, P Paul, M Rashid, M Hossain…","An AI-based visual aid with integrated reading assistant for the completely blind",2020,"… on Human-Machine …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9234074/","https://scholar.google.com/scholar?cites=3334119879102121464&as_sdt=2005&sciodt=2007&hl=en",32,"2024-09-18 20:22:10","","","","",,,,,107,26.75,21,5,4,"… mate the number of visually impaired or blind people to be … by the blind people to help them navigate their surroundings, … Trained guide dogs are another option that can assist the blind…","","https://scholar.google.com/scholar?q=related:-EVzeF0sRS4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
11,"Y Hao, J Feng, JR Rizzo, Y Wang, Y Fang","Detect and approach: Close-range navigation support for people with blindness and low vision",2022,"… on Computer Vision","Springer","https://link.springer.com/chapter/10.1007/978-3-031-25075-0_41","https://scholar.google.com/scholar?cites=9381524511401227025&as_sdt=2005&sciodt=2007&hl=en",33,"2024-09-18 20:22:10","","10.1007/978-3-031-25075-0_41","","",,,,,11,5.50,2,5,2,"… we develop a novel wearable navigation solution to provide real-time guidance for a user to … to severely visually impaired increased by 91.7%, and the number of people who were blind …","https://arxiv.org/pdf/2208.08477","https://scholar.google.com/scholar?q=related:EbOwcdbeMYIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
6,"AB Atitallah, Y Said, MAB Atitallah, M Albekairi…","An effective obstacle detection system using deep learning advantages to aid blind and visually impaired navigation",2024,"Ain Shams Engineering …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2090447923002769","https://scholar.google.com/scholar?cites=3143169419854462810&as_sdt=2005&sciodt=2007&hl=en",34,"2024-09-18 20:22:10","HTML","","","",,,,,6,6.00,1,5,1,"… and assist those who are blind or visually impaired with navigation and determining their location. … However, it is very challenging for the visually impaired and even impossible for blind …","https://www.sciencedirect.com/science/article/pii/S2090447923002769","https://scholar.google.com/scholar?q=related:Wr9LI-_HnisJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
13,"B Kuriakose, R Shrestha…","SceneRecog: a deep learning scene recognition model for assisting blind and visually impaired navigate using smartphones",2021,"2021 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9658913/","https://scholar.google.com/scholar?cites=1868118904119394804&as_sdt=2005&sciodt=2007&hl=en",35,"2024-09-18 20:22:10","","","","",,,,,13,4.33,4,3,3,"… computer vision and deep learning for the design of navigation systems for the visually impaired… Systems such as [12]–[14] used various deep learning-based object recognition systems …","https://oda.oslomet.no/oda-xmlui/bitstream/handle/11250/2988634/IEEE_SMC_SceneRecog__the_Original_Copy_submitted_.pdf?sequence=5","https://scholar.google.com/scholar?q=related:9IE63j7k7BkJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
10,"P Xu, GA Kennedy, FY Zhao, WJ Zhang…","Wearable obstacle avoidance electronic travel aids for blind and visually impaired individuals: A systematic review",2023,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10148956/","https://scholar.google.com/scholar?cites=6895155212770689868&as_sdt=2005&sciodt=2007&hl=en",36,"2024-09-18 20:22:10","","","","",,,,,10,10.00,2,5,1,"… travel aids (ETAs) have been developed to assist the safe displacement of blind and visually impaired … the obstacles through feature extraction and machine learning classifiers, such as …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10148956.pdf","https://scholar.google.com/scholar?q=related:TENhSCKDsF8J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
33,"V Ivanchenko, J Coughlan, W Gerrey…","Computer vision-based clear path guidance for blind wheelchair users",2008,"Proceedings of the 10th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1414471.1414543","https://scholar.google.com/scholar?cites=6078042716953196348&as_sdt=2005&sciodt=2007&hl=en",37,"2024-09-18 20:22:10","","10.1145/1414471.1414543","","",,,,,33,2.06,8,4,16,"… guiding blind and visually impaired wheelchair users along a clear path that uses computer vision … Approximately one in ten blind persons uses a wheelchair, and independent travel is …","https://www.academia.edu/download/39733832/Computer_vision-based_clear_path_guidanc20151106-12511-i67j6w.pdf","https://scholar.google.com/scholar?q=related:PDel8aWLWVQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
14,"H Zhang, C Ye","Human-robot interaction for assisted wayfinding of a robotic navigation aid for the blind",2019,"2019 12th International Conference on Human …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8942612/","https://scholar.google.com/scholar?cites=8726079863245636858&as_sdt=2005&sciodt=2007&hl=en",38,"2024-09-18 20:22:10","","","","",,,,,14,2.80,7,2,5,"… paper introduces a new robotic navigation aid (RNA) for the visually impaired (VI). … human-robot … To guide the user to follow the planned path, we designed an HRI interface with two …","https://www.researchgate.net/profile/He-Zhang-30/publication/338370643_Human-Robot_Interaction_for_Assisted_Wayfinding_of_a_Robotic_Navigation_Aid_for_the_Blind/links/5e13d142a6fdcc28375db16b/Human-Robot-Interaction-for-Assisted-Wayfinding-of-a-Robotic-Navigation-Aid-for-the-Blind.pdf","https://scholar.google.com/scholar?q=related:-gRyImdDGXkJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
877,"D Dakopoulos, NG Bourbakis","Wearable obstacle avoidance electronic travel aids for blind: a survey",2009,"IEEE Transactions on Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5165018/","https://scholar.google.com/scholar?cites=11269878836100563287&as_sdt=2005&sciodt=2007&hl=en",39,"2024-09-18 20:22:10","","","","",,,,,877,58.47,439,2,15,"… the total number of blind and visually impaired is approximately … people are visually impaired with 37 million to be blind [3]. The … mobile robot technologies to assist the visually impaired …","https://www.dhi.ac.uk/san/waysofbeing/data/health-jones-dakopoulos-2010.pdf","https://scholar.google.com/scholar?q=related:V4F3TxenZpwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
98,"J José, M Farrajota, JMF Rodrigues, JMH Du Buf","The SmartVision local navigation aid for blind and visually impaired persons",2011,"","sapientia.ualg.pt","https://sapientia.ualg.pt/handle/10400.1/892","https://scholar.google.com/scholar?cites=12088381706015887531&as_sdt=2005&sciodt=2007&hl=en",40,"2024-09-18 20:22:10","","","","",,,,,98,7.54,25,4,13,"… guidance for going to a specific location in town or in a shopping centre. Different approaches exist to help the visually impaired. … illumination for image processing. In the case of very …","https://sapientia.ualg.pt/bitstream/10400.1/892/1/663_JDCTA2011_The%20SmartVision%20local%20navigation%20aidJJV10.pdf","https://scholar.google.com/scholar?q=related:q1BoWB2PwqcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
15,"FLM Milotta, D Allegra, F Stanco…","An electronic travel aid to assist blind and visually impaired people to avoid obstacles",2015,"Computer Analysis of …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-23117-4_52","https://scholar.google.com/scholar?cites=15598656476002757759&as_sdt=2005&sciodt=2007&hl=en",41,"2024-09-18 20:22:10","","10.1007/978-3-319-23117-4_52","","",,,,,15,1.67,4,4,9,"… reasons, we consider electronic travel aid (ETA) devices for visually impaired able to give … for visually impaired domain have been developed by exploiting computer vision algorithms…","https://www.researchgate.net/profile/Filippo-Milotta/publication/281746479_An_Electronic_Travel_Aid_to_Assist_Blind_and_Visually_Impaired_People_to_Avoid_Obstacles/links/55f6ee5008ae07629dbb13d8/An-Electronic-Travel-Aid-to-Assist-Blind-and-Visually-Impaired-People-to-Avoid-Obstacles.pdf","https://scholar.google.com/scholar?q=related:f6x9cWuPedgJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
61,"S Sivan, G Darsan","Computer vision based assistive technology for blind and visually impaired people",2016,"Proceedings of the 7th International Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2967878.2967923","https://scholar.google.com/scholar?cites=15332963482838287758&as_sdt=2005&sciodt=2007&hl=en",42,"2024-09-18 20:22:10","","10.1145/2967878.2967923","","",,,,,61,7.63,31,2,8,"… to assist the navigation of blind people who uses wheelchair. For the visually impaired … traditional white cane used by the blind people for navigation. The user receives feedback about …","https://3dvar.com/Sivan2016Computer.pdf","https://scholar.google.com/scholar?q=related:jsWc1AyhydQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
119,"M Afif, R Ayachi, Y Said, E Pissaloux, M Atri","An evaluation of retinanet on indoor object detection for blind and visually impaired persons assistance navigation",2020,"Neural Processing Letters","Springer","https://link.springer.com/article/10.1007/s11063-020-10197-9","https://scholar.google.com/scholar?cites=1201998352982685764&as_sdt=2005&sciodt=2007&hl=en",43,"2024-09-18 20:22:10","","10.1007/s11063-020-10197-9","","",,,,,119,29.75,24,5,4,"… artificial intelligence field. Especially for indoor robot navigation and for visually impaired … and visual impairments pose a parsing need to develop new automatic systems to assist …","","https://scholar.google.com/scholar?q=related:RDgjMiJbrhAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
