IDCLIENTE;EVOLUCION_LCR;DIAS_MORA;COMPORT_INTERNO;ACTIVIDAD;EST_CIVIL;EDAD;RENTA;SEXO;TIPO_VIVIENDA;Salario_Anual;Monto_inicial;
235;Mantiene Cupo;12;Mal Cliente;Independiente;Casado;31;1619;F;Propia; $80.950 ; $16.190 ;
236;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;38;1226;F;Arrienda; $129.956 ; $12.996 ;
237;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;33;1772;M;Propia; $187.832 ; $18.783 ;
238;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;32;1625;M;Propia; $172.250 ; $17.225 ;
239;Aumenta Cupo;4;Mal Cliente;Dependiente;Soltero;22;2583;F;Arrienda; $273.798 ; $27.380 ;
240;Aumenta Cupo;39;Mal Cliente;Dependiente;Casado;31;2279;M;Propia; $113.950 ; $11.395 ;
241;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;34;1167;F;Propia; $123.702 ; $12.370 ;
242;Aumenta Cupo;60;Mal Cliente;Independiente;Soltero;46;1951;M;Propia; $206.806 ; $41.361 ;
243;Aumenta Cupo;18;Buen Cliente;Independiente;Soltero;36;1650;F;Arrienda; $174.900 ; $34.980 ;
244;Aumenta Cupo;18;Mal Cliente;Dependiente;Casado;26;3645;M;Propia; $182.250 ; $18.225 ;
245;Aumenta Cupo;6;Mal Cliente;Dependiente;Casado;37;2005;M;Propia; $100.250 ; $10.025 ;
246;Aumenta Cupo;23;Buen Cliente;Dependiente;Soltero;36;2337;F;Arrienda; $247.722 ; $24.772 ;
247;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;29;1714;M;Propia; $181.684 ; $18.168 ;
248;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;46;1296;M;Propia; $137.376 ; $13.738 ;
249;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;32;1982;F;Arrienda; $99.100 ; $9.910 ;
250;Aumenta Cupo;21;Buen Cliente;Dependiente;Casado;50;1385;M;Propia; $69.250 ; $6.925 ;
251;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;43;2892;M;Propia; $306.552 ; $61.310 ;
252;Mantiene Cupo;18;Buen Cliente;Dependiente;Casado;48;4040;M;Propia; $202.000 ; $20.200 ;
253;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;2738;M;Propia; $290.228 ; $29.023 ;
254;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;34;1068;M;Propia; $113.208 ; $11.321 ;
255;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;31;1150;M;Propia; $57.500 ; $5.750 ;
256;Mantiene Cupo;15;Buen Cliente;Independiente;Casado;34;1336;M;Propia; $66.800 ; $13.360 ;
257;Disminuye Cupo;15;Buen Cliente;Dependiente;Soltero;36;1240;F;Arrienda; $131.440 ; $13.144 ;
258;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;36;1216;F;Arrienda; $128.896 ; $12.890 ;
259;Disminuye Cupo;10;Buen Cliente;Dependiente;Casado;29;2662;M;Propia; $133.100 ; $13.310 ;
260;Aumenta Cupo;5;Buen Cliente;Independiente;Casado;38;7758;M;Propia; $387.900 ; $77.580 ;
261;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;37;4423;M;Propia; $221.150 ; $22.115 ;
262;Aumenta Cupo;11;Mal Cliente;Independiente;Soltero;31;7868;F;Arrienda; $834.008 ; $166.802 ;
263;Mantiene Cupo;10;Mal Cliente;Dependiente;Soltero;33;2391;F;Arrienda; $253.446 ; $25.345 ;
264;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;29;2895;M;Propia; $306.870 ; $30.687 ;
265;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;35;6918;F;Arrienda; $733.308 ; $73.331 ;
266;Aumenta Cupo;22;Buen Cliente;Dependiente;Casado;34;7824;M;Propia; $391.200 ; $39.120 ;
267;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;30;4262;M;Propia; $213.100 ; $21.310 ;
268;Aumenta Cupo;36;Buen Cliente;Independiente;Soltero;36;1874;M;Propia; $198.644 ; $39.729 ;
269;Aumenta Cupo;12;Mal Cliente;Dependiente;Soltero;35;2478;F;Arrienda; $262.668 ; $26.267 ;
270;Aumenta Cupo;15;Mal Cliente;Dependiente;Casado;32;2434;M;Propia; $121.700 ; $12.170 ;
271;Aumenta Cupo;6;Buen Cliente;Dependiente;Casado;26;1449;M;Propia; $72.450 ; $7.245 ;
272;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;58;7859;F;Arrienda; $392.950 ; $39.295 ;
273;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;27;2636;F;Propia; $279.416 ; $27.942 ;
274;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;55;1387;M;Propia; $69.350 ; $6.935 ;
275;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;31;4322;M;Propia; $216.100 ; $21.610 ;
276;Aumenta Cupo;12;Mal Cliente;Dependiente;Soltero;35;3451;F;Arrienda; $365.806 ; $36.581 ;
277;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;37;2042;F;Arrienda; $216.452 ; $21.645 ;
278;Mantiene Cupo;21;Buen Cliente;Independiente;Casado;62;1635;M;Propia; $81.750 ; $16.350 ;
279;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;31;4062;F;Arrienda; $430.572 ; $43.057 ;
280;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;28;1526;M;Arrienda; $76.300 ; $7.630 ;
281;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;28;3061;F;Arrienda; $324.466 ; $32.447 ;
282;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;39;1761;F;Arrienda; $88.050 ; $8.805 ;
283;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;38;1376;F;Arrienda; $145.856 ; $14.586 ;
284;Mantiene Cupo;21;Buen Cliente;Independiente;Soltero;46;1699;M;Arrienda; $180.094 ; $36.019 ;
285;Disminuye Cupo;21;Buen Cliente;Dependiente;Soltero;44;2045;F;Arrienda; $216.770 ; $21.677 ;
286;Aumenta Cupo;6;Buen Cliente;Independiente;Casado;28;8264;F;Arrienda; $413.200 ; $82.640 ;
287;Disminuye Cupo;6;Buen Cliente;Dependiente;Soltero;27;2190;M;Propia; $232.140 ; $23.214 ;
288;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;44;1690;M;Propia; $84.500 ; $8.450 ;
289;Aumenta Cupo;9;Buen Cliente;Independiente;Soltero;30;2530;M;Propia; $268.180 ; $53.636 ;
290;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;29;4282;F;Propia; $453.892 ; $45.389 ;
291;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;34;3636;M;Propia; $181.800 ; $18.180 ;
292;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;31;3346;F;Arrienda; $354.676 ; $35.468 ;
293;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;60;7577;M;Propia; $803.162 ; $80.316 ;
294;Mantiene Cupo;6;Mal Cliente;Independiente;Soltero;34;968;M;Arrienda; $102.608 ; $20.522 ;
295;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;31;2310;F;Arrienda; $244.860 ; $24.486 ;
296;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;60;10016;F;Arrienda; $500.800 ; $50.080 ;
297;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;38;1151;F;Arrienda; $57.550 ; $5.755 ;
298;Aumenta Cupo;6;Buen Cliente;Independiente;Soltero;29;3380;M;Propia; $358.280 ; $71.656 ;
299;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;30;1955;F;Arrienda; $207.230 ; $20.723 ;
300;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;50;2688;F;Propia; $284.928 ; $28.493 ;
301;Disminuye Cupo;12;Mal Cliente;Dependiente;Soltero;37;2647;F;Propia; $280.582 ; $28.058 ;
302;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;47;2331;M;Propia; $247.086 ; $24.709 ;
303;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;50;2330;F;Arrienda; $246.980 ; $24.698 ;
304;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;45;2839;M;Propia; $141.950 ; $14.195 ;
305;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;40;2417;F;Arrienda; $256.202 ; $25.620 ;
306;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;30;3830;F;Propia; $405.980 ; $81.196 ;
307;Disminuye Cupo;6;Buen Cliente;Dependiente;Casado;28;1905;M;Propia; $95.250 ; $9.525 ;
308;Aumenta Cupo;6;Mal Cliente;Independiente;Casado;23;1180;M;Arrienda; $59.000 ; $11.800 ;
309;Disminuye Cupo;21;Buen Cliente;Dependiente;Casado;36;4429;F;Arrienda; $221.450 ; $22.145 ;
310;Aumenta Cupo;54;Mal Cliente;Dependiente;Casado;43;1745;M;Propia; $87.250 ; $8.725 ;
311;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;1357;M;Propia; $143.842 ; $14.384 ;
312;Aumenta Cupo;5;Mal Cliente;Dependiente;Soltero;29;2165;M;Propia; $229.490 ; $22.949 ;
313;Aumenta Cupo;6;Buen Cliente;Independiente;Soltero;20;1457;F;Arrienda; $154.442 ; $30.888 ;
314;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;24;1852;M;Propia; $196.312 ; $39.262 ;
315;Disminuye Cupo;6;Mal Cliente;Independiente;Casado;25;2452;M;Propia; $122.600 ; $24.520 ;
316;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;33;1551;M;Propia; $164.406 ; $16.441 ;
317;Aumenta Cupo;24;Mal Cliente;Independiente;Casado;50;1344;M;Propia; $67.200 ; $13.440 ;
318;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;32;2027;F;Propia; $214.862 ; $21.486 ;
319;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;35;1924;M;Propia; $96.200 ; $9.620 ;
320;Aumenta Cupo;6;Mal Cliente;Independiente;Casado;34;5883;M;Propia; $294.150 ; $58.830 ;
321;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;35;1860;M;Propia; $197.160 ; $39.432 ;
322;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;48;1827;F;Arrienda; $193.662 ; $19.366 ;
323;Aumenta Cupo;11;Buen Cliente;Independiente;Soltero;51;10307;M;Arrienda; $1.092.542 ; $218.508 ;
324;Disminuye Cupo;10;Buen Cliente;Dependiente;Soltero;41;812;F;Arrienda; $86.072 ; $8.607 ;
325;Aumenta Cupo;10;Buen Cliente;Independiente;Casado;30;10672;M;Propia; $533.600 ; $106.720 ;
326;Aumenta Cupo;0;Buen Cliente;Independiente;Soltero;32;1780;F;Arrienda; $188.680 ; $37.736 ;
327;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;37;1134;M;Propia; $120.204 ; $24.041 ;
328;Mantiene Cupo;6;Buen Cliente;Independiente;Soltero;37;2809;M;Propia; $297.754 ; $59.551 ;
329;Aumenta Cupo;18;Buen Cliente;Independiente;Casado;32;8315;M;Propia; $415.750 ; $83.150 ;
330;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;29;3360;M;Propia; $168.000 ; $16.800 ;
331;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;32;3959;F;Arrienda; $419.654 ; $41.965 ;
332;Aumenta Cupo;18;Mal Cliente;Dependiente;Casado;36;3467;F;Arrienda; $173.350 ; $17.335 ;
333;Aumenta Cupo;6;Buen Cliente;Dependiente;Casado;30;2107;F;Arrienda; $105.350 ; $10.535 ;
334;Aumenta Cupo;22;Buen Cliente;Independiente;Soltero;33;1614;F;Arrienda; $171.084 ; $34.217 ;
335;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;26;1643;F;Propia; $174.158 ; $34.832 ;
336;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;28;5821;M;Propia; $617.026 ; $61.703 ;
337;Disminuye Cupo;9;Buen Cliente;Dependiente;Soltero;28;1158;M;Propia; $122.748 ; $12.275 ;
338;Disminuye Cupo;10;Buen Cliente;Independiente;Soltero;34;2972;M;Propia; $315.032 ; $63.006 ;
339;Aumenta Cupo;10;Buen Cliente;Dependiente;Casado;49;5629;M;Propia; $281.450 ; $28.145 ;
340;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;29;2478;M;Propia; $123.900 ; $12.390 ;
341;Aumenta Cupo;30;Mal Cliente;Dependiente;Casado;57;1824;M;Propia; $91.200 ; $9.120 ;
342;Disminuye Cupo;24;Mal Cliente;Dependiente;Casado;34;1739;F;Arrienda; $86.950 ; $8.695 ;
343;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;44;3162;M;Propia; $335.172 ; $33.517 ;
344;Aumenta Cupo;9;Buen Cliente;Independiente;Soltero;34;1425;M;Propia; $151.050 ; $30.210 ;
345;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;28;1059;F;Arrienda; $112.254 ; $22.451 ;
346;Aumenta Cupo;10;Buen Cliente;Dependiente;Casado;34;5238;M;Propia; $261.900 ; $26.190 ;
347;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;36;2070;M;Propia; $219.420 ; $21.942 ;
348;Mantiene Cupo;10;Buen Cliente;Independiente;Soltero;28;2295;M;Propia; $243.270 ; $48.654 ;
349;Disminuye Cupo;12;Buen Cliente;Independiente;Casado;37;2343;M;Propia; $117.150 ; $23.430 ;
350;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;41;11073;M;Propia; $1.173.738 ; $117.374 ;
351;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;28;2699;F;Propia; $286.094 ; $28.609 ;
352;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;28;1408;F;Arrienda; $149.248 ; $29.850 ;
353;Aumenta Cupo;16;Buen Cliente;Independiente;Soltero;60;9727;M;Arrienda; $1.031.062 ; $206.212 ;
354;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;36;6764;F;Arrienda; $716.984 ; $143.397 ;
355;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;35;1976;M;Propia; $209.456 ; $20.946 ;
356;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;44;4040;M;Propia; $428.240 ; $42.824 ;
357;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;36;6322;M;Propia; $670.132 ; $67.013 ;
358;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;30;1883;M;Propia; $199.598 ; $39.920 ;
359;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;30;8332;F;Arrienda; $883.192 ; $176.638 ;
360;Aumenta Cupo;15;Buen Cliente;Independiente;Casado;37;4619;F;Arrienda; $230.950 ; $46.190 ;
361;Aumenta Cupo;12;Buen Cliente;Independiente;Casado;36;4409;M;Propia; $220.450 ; $44.090 ;
362;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;33;3599;F;Arrienda; $381.494 ; $38.149 ;
363;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;38;2247;F;Propia; $238.182 ; $23.818 ;
364;Aumenta Cupo;1;Buen Cliente;Dependiente;Soltero;39;4722;F;Arrienda; $500.532 ; $50.053 ;
365;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;36;3407;M;Propia; $361.142 ; $36.114 ;
366;Aumenta Cupo;12;Mal Cliente;Dependiente;Casado;37;6869;M;Propia; $343.450 ; $34.345 ;
367;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;31;6593;F;Arrienda; $698.858 ; $69.886 ;
368;Mantiene Cupo;12;Mal Cliente;Dependiente;Casado;39;2047;M;Propia; $102.350 ; $10.235 ;
369;Disminuye Cupo;15;Buen Cliente;Independiente;Soltero;31;16307;F;Arrienda; $1.728.542 ; $345.708 ;
370;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;34;2673;M;Arrienda; $133.650 ; $13.365 ;
371;Disminuye Cupo;24;Buen Cliente;Independiente;Soltero;55;2953;F;Propia; $313.018 ; $62.604 ;
372;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;38;4801;M;Propia; $240.050 ; $24.005 ;
373;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;36;1204;F;Arrienda; $127.624 ; $12.762 ;
374;Disminuye Cupo;6;Buen Cliente;Dependiente;Soltero;27;2874;F;Arrienda; $304.644 ; $30.464 ;
375;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;37;2877;M;Propia; $304.962 ; $30.496 ;
376;Disminuye Cupo;27;Buen Cliente;Dependiente;Casado;36;1666;M;Propia; $83.300 ; $8.330 ;
377;Disminuye Cupo;12;Mal Cliente;Dependiente;Casado;35;1203;M;Propia; $60.150 ; $6.015 ;
378;Mantiene Cupo;27;Buen Cliente;Dependiente;Casado;33;1040;M;Propia; $52.000 ; $5.200 ;
379;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;30;1864;M;Propia; $197.584 ; $19.758 ;
380;Aumenta Cupo;30;Mal Cliente;Dependiente;Casado;55;1035;M;Propia; $51.750 ; $5.175 ;
381;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;32;1163;F;Arrienda; $123.278 ; $12.328 ;
382;Disminuye Cupo;21;Buen Cliente;Dependiente;Soltero;36;1542;F;Arrienda; $163.452 ; $16.345 ;
383;Aumenta Cupo;17;Mal Cliente;Independiente;Casado;50;1332;M;Propia; $66.600 ; $13.320 ;
384;Mantiene Cupo;9;Buen Cliente;Independiente;Casado;25;1316;F;Propia; $65.800 ; $13.160 ;
385;Aumenta Cupo;42;Mal Cliente;Dependiente;Casado;62;2865;M;Propia; $143.250 ; $14.325 ;
386;Mantiene Cupo;9;Mal Cliente;Dependiente;Soltero;27;2551;M;Propia; $270.406 ; $27.041 ;
387;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;40;1751;F;Arrienda; $87.550 ; $8.755 ;
388;Aumenta Cupo;0;Buen Cliente;Independiente;Soltero;36;1210;M;Propia; $128.260 ; $25.652 ;
389;Mantiene Cupo;10;Buen Cliente;Dependiente;Casado;42;1075;M;Propia; $53.750 ; $5.375 ;
390;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;50;1773;F;Arrienda; $88.650 ; $8.865 ;
391;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;29;934;M;Propia; $46.700 ; $4.670 ;
392;Mantiene Cupo;12;Mal Cliente;Independiente;Casado;36;1987;M;Propia; $99.350 ; $19.870 ;
393;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;31;2664;F;Arrienda; $282.384 ; $28.238 ;
394;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;26;1971;M;Propia; $208.926 ; $20.893 ;
395;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;33;3499;M;Propia; $174.950 ; $17.495 ;
396;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;33;1732;F;Arrienda; $183.592 ; $18.359 ;
397;Mantiene Cupo;23;Buen Cliente;Dependiente;Casado;60;904;M;Propia; $45.200 ; $4.520 ;
398;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;26;4044;M;Propia; $428.664 ; $42.866 ;
399;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;38;2218;F;Propia; $235.108 ; $23.511 ;
400;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;49;2697;M;Propia; $134.850 ; $26.970 ;
401;Mantiene Cupo;27;Buen Cliente;Independiente;Casado;45;1863;F;Arrienda; $93.150 ; $18.630 ;
402;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;43;1681;M;Propia; $178.186 ; $35.637 ;
403;Disminuye Cupo;6;Mal Cliente;Dependiente;Casado;34;6250;F;Arrienda; $312.500 ; $31.250 ;
404;Aumenta Cupo;0;Buen Cliente;Dependiente;Soltero;28;8921;F;Arrienda; $945.626 ; $94.563 ;
405;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;51;4072;M;Propia; $203.600 ; $20.360 ;
406;Mantiene Cupo;1;Buen Cliente;Independiente;Soltero;54;1619;M;Propia; $171.614 ; $34.323 ;
407;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;33;1712;M;Propia; $85.600 ; $8.560 ;
408;Mantiene Cupo;9;Buen Cliente;Independiente;Soltero;35;2631;F;Propia; $278.886 ; $55.777 ;
409;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;39;4207;F;Propia; $445.942 ; $89.188 ;
410;Aumenta Cupo;42;Buen Cliente;Dependiente;Soltero;49;6754;F;Propia; $715.924 ; $71.592 ;
411;Aumenta Cupo;13;Buen Cliente;Dependiente;Soltero;43;1694;F;Arrienda; $179.564 ; $17.956 ;
412;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;43;7926;M;Propia; $840.156 ; $168.031 ;
413;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;34;5041;M;Propia; $534.346 ; $53.435 ;
414;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;28;2374;M;Propia; $251.644 ; $50.329 ;
415;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;28;6045;M;Propia; $640.770 ; $64.077 ;
416;Aumenta Cupo;28;Buen Cliente;Dependiente;Casado;40;3229;M;Propia; $161.450 ; $16.145 ;
417;Aumenta Cupo;11;Buen Cliente;Dependiente;Soltero;33;3232;F;Arrienda; $342.592 ; $34.259 ;
418;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;37;2334;M;Propia; $116.700 ; $11.670 ;
419;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;31;11504;M;Propia; $1.219.424 ; $121.942 ;
420;Disminuye Cupo;15;Buen Cliente;Dependiente;Casado;48;1788;M;Propia; $89.400 ; $8.940 ;
421;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;31;1599;F;Propia; $169.494 ; $16.949 ;
422;Mantiene Cupo;11;Buen Cliente;Independiente;Soltero;32;1758;F;Arrienda; $186.348 ; $37.270 ;
423;Mantiene Cupo;16;Buen Cliente;Independiente;Soltero;28;6598;M;Propia; $699.388 ; $139.878 ;
424;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;31;2186;F;Arrienda; $231.716 ; $46.343 ;
425;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;47;3509;M;Propia; $371.954 ; $37.195 ;
426;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;33;8046;M;Propia; $852.876 ; $85.288 ;
427;Mantiene Cupo;39;Mal Cliente;Dependiente;Casado;48;5261;M;Propia; $263.050 ; $26.305 ;
428;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;28;2216;F;Arrienda; $234.896 ; $23.490 ;
429;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;35;5957;F;Arrienda; $631.442 ; $63.144 ;
430;Mantiene Cupo;9;Buen Cliente;Independiente;Soltero;47;1649;F;Arrienda; $174.794 ; $34.959 ;
431;Aumenta Cupo;30;Buen Cliente;Dependiente;Casado;49;1104;F;Arrienda; $55.200 ; $5.520 ;
432;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;1586;M;Propia; $168.116 ; $16.812 ;
433;Mantiene Cupo;15;Buen Cliente;Independiente;Casado;38;1400;M;Propia; $70.000 ; $14.000 ;
434;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;49;1532;F;Propia; $162.392 ; $32.478 ;
435;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;30;2600;M;Propia; $275.600 ; $55.120 ;
436;Aumenta Cupo;7;Buen Cliente;Dependiente;Soltero;25;3510;M;Arrienda; $372.060 ; $37.206 ;
437;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;37;1928;F;Arrienda; $204.368 ; $20.437 ;
438;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;31;1887;F;Arrienda; $200.022 ; $20.002 ;
439;Disminuye Cupo;27;Buen Cliente;Independiente;Soltero;41;2273;M;Propia; $240.938 ; $48.188 ;
440;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;53;1872;F;Propia; $198.432 ; $39.686 ;
441;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;35;4747;F;Arrienda; $503.182 ; $50.318 ;
442;Aumenta Cupo;27;Buen Cliente;Independiente;Casado;48;1695;M;Propia; $84.750 ; $16.950 ;
443;Disminuye Cupo;39;Mal Cliente;Dependiente;Casado;51;5073;M;Propia; $253.650 ; $25.365 ;
444;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;38;1474;F;Propia; $73.700 ; $7.370 ;
445;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;36;2599;M;Propia; $275.494 ; $27.549 ;
446;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;36;2847;M;Propia; $142.350 ; $14.235 ;
447;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;30;1381;M;Propia; $146.386 ; $14.639 ;
448;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;32;4691;F;Arrienda; $497.246 ; $49.725 ;
449;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;53;7322;M;Propia; $366.100 ; $36.610 ;
450;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;34;1245;F;Arrienda; $131.970 ; $13.197 ;
451;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;30;2358;M;Propia; $249.948 ; $24.995 ;
452;Disminuye Cupo;20;Buen Cliente;Dependiente;Soltero;30;2403;M;Propia; $254.718 ; $25.472 ;
453;Mantiene Cupo;10;Buen Cliente;Independiente;Soltero;53;2769;M;Propia; $293.514 ; $58.703 ;
454;Mantiene Cupo;24;Mal Cliente;Dependiente;Casado;47;1365;F;Arrienda; $68.250 ; $6.825 ;
455;Disminuye Cupo;35;Buen Cliente;Independiente;Soltero;59;1397;M;Propia; $148.082 ; $29.616 ;
456;Mantiene Cupo;3;Mal Cliente;Dependiente;Soltero;35;1821;M;Propia; $193.026 ; $19.303 ;
457;Mantiene Cupo;20;Buen Cliente;Independiente;Casado;35;1492;M;Propia; $74.600 ; $14.920 ;
458;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;53;1350;M;Propia; $143.100 ; $28.620 ;
459;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;29;1657;M;Propia; $82.850 ; $8.285 ;
460;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;37;2728;F;Propia; $289.168 ; $28.917 ;
461;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;61;7747;M;Arrienda; $821.182 ; $82.118 ;
462;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;38;2393;M;Propia; $253.658 ; $25.366 ;
463;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;28;1209;F;Arrienda; $128.154 ; $12.815 ;
464;Disminuye Cupo;28;Buen Cliente;Independiente;Casado;35;2430;M;Propia; $121.500 ; $24.300 ;
465;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;50;2388;F;Arrienda; $119.400 ; $23.880 ;
466;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;45;2109;F;Arrienda; $223.554 ; $22.355 ;
467;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;38;4913;M;Propia; $520.778 ; $52.078 ;
468;Aumenta Cupo;15;Mal Cliente;Independiente;Casado;52;8430;F;Arrienda; $421.500 ; $84.300 ;
469;Mantiene Cupo;36;Mal Cliente;Dependiente;Casado;36;12010;M;Propia; $600.500 ; $60.050 ;
